timestamp,user_id,application,event_type,mfa_method,ip_address,user_agent,country,session_id,risk_level,risk_reason,details,result,failure_reason,block_reason,admin_user
2025-10-30 16:45:52.004031,ryanbartlett,VPN Gateway,PASSWORD_RESET,Email,71.242.65.126,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",DE,6f7253e2-2089-4af5-93db-369e079e9313,Low,,Password reset initiated,PASSWORD_CHANGE,,,
2025-10-23 04:59:42.728539,fred53,GitHub,PASSWORD_RESET,Email,50.45.216.245,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",DE,82d2ab11-ab51-42b8-b261-1d0277a833b1,Low,,Password reset initiated,PASSWORD_CHANGE,,,
2025-11-02 01:02:02.166356,james84,G Suite,MFA_RESET,Push Notification,83.97.122.113,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",AU,ccb51f3d-354b-42e5-b3d1-4838c11f3b42,Low,,MFA settings updated: mfa reset,CONFIGURATION_CHANGE,,,james84
2025-10-26 02:21:00.097375,shawgary,VPN Gateway,MFA_FAILED,TOTP,205.59.202.52,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",DE,06600786-3971-40ce-9b55-0706989ebd45,Low,,MFA verification failed using TOTP,FAILURE,Too many attempts,,
2025-10-12 19:13:34.014961,megan90,AWS Console,MFA_SUCCESS,SMS,172.58.27.225,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",FR,65f4b3a9-7824-4c65-968a-da0adcf596fa,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-10 02:26:31.639884,debra96,VPN Gateway,MFA_ENABLED,SMS,129.240.52.69,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",IN,a4f3d518-f365-47aa-8d3a-d831bb9060f8,Low,,MFA settings updated: mfa enabled,CONFIGURATION_CHANGE,,,debra96
2025-10-22 14:32:56.651873,dawn47,HR System,MFA_TIMEOUT,Backup Code,118.127.90.224,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",AU,6914e715-af4b-43be-8596-ba6948d227e4,Low,,MFA verification timed out for Backup Code,TIMEOUT,,,
2025-10-16 14:06:50.594746,barkereric,G Suite,MFA_TIMEOUT,Backup Code,61.185.107.158,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",DE,88eb74e6-e22f-4ffb-84c2-3b06e6bb1f3f,Low,,MFA verification timed out for Backup Code,TIMEOUT,,,
2025-10-13 18:51:29.651156,larryhiggins,Office 365,MFA_TIMEOUT,SMS,187.13.70.141,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",IN,0c0992d8-c085-4c9c-82b2-b156a08cbf94,Low,,MFA verification timed out for SMS,TIMEOUT,,,
2025-11-05 22:13:51.739555,kathleenrobertson,Slack,MFA_SUCCESS,TOTP,79.120.162.22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",UK,44d7534e-87fc-4c34-bcd0-3b98e371e95d,Low,,MFA verification successful using TOTP,SUCCESS,,,
2025-10-21 15:49:18.893769,shannon21,ServiceNow,MFA_FAILED,Push Notification,88.149.233.40,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",DE,b6ef9e1e-b9a3-4c04-b1b2-7d7ac75f435c,Low,,MFA verification failed using Push Notification,FAILURE,Invalid code,,
2025-11-02 14:09:34.700140,kwright,AWS Console,MFA_FAILED,Biometric,165.0.225.92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",CA,8f1edf51-83dc-4d38-8c46-32157b0e193e,Low,,MFA verification failed using Biometric,FAILURE,Too many attempts,,
2025-10-13 08:38:31.990371,tyronerobertson,G Suite,LOGIN_FAILED,Push Notification,25.223.144.73,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",IN,8720b6e6-d57f-4050-a658-108fe5f2ea34,Low,,User login failed,FAILURE,Account locked,,
2025-10-22 14:04:05.747739,landrywilliam,Azure Portal,MFA_RESET,Email,194.220.78.209,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",JP,51db3dc5-020f-4550-96f9-42fb7e24c69a,Low,,MFA settings updated: mfa reset,CONFIGURATION_CHANGE,,,admin@company.com
2025-10-25 03:58:09.938267,williamstroy,HR System,MFA_FAILED,Hardware Token,223.15.12.40,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",AU,af25a134-9f37-4f7e-9fdc-579b13cd9b55,Low,,MFA verification failed using Hardware Token,FAILURE,Expired code,,
2025-10-16 05:42:01.804695,booneryan,HR System,MFA_SUCCESS,SMS,219.180.115.78,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",IN,d03bae0b-bb78-437e-bd64-946d4cb44128,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-30 13:56:18.732708,brandon09,AWS Console,MFA_RESET,SMS,3.115.57.110,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",AU,ab74ff93-93e5-4933-a905-0dcc8f865cee,Low,,MFA settings updated: mfa reset,CONFIGURATION_CHANGE,,,admin@company.com
2025-10-24 06:16:55.825802,hughesshannon,Jira,MFA_ENABLED,SMS,4.243.83.49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",CA,1ecabefd-89ad-4b2a-aea4-a22e1862070a,Low,,MFA settings updated: mfa enabled,CONFIGURATION_CHANGE,,,system
2025-10-11 12:35:57.508667,longlaura,Azure Portal,PASSWORD_RESET,Email,55.102.24.69,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",BR,dc9a6eb7-da2e-483b-a102-be44b57d81ab,Low,,Password reset initiated,PASSWORD_CHANGE,,,
2025-10-30 07:32:11.726583,carriemorales,VPN Gateway,MFA_SUCCESS,SMS,66.125.145.1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",AU,ce880e92-f870-41ed-b5df-f7bcc04450b1,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-11 18:37:40.280287,linda87,AWS Console,MFA_ENABLED,Hardware Token,106.60.138.253,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",SG,714feb39-9d82-4805-b771-567f82aa806d,Low,,MFA settings updated: mfa enabled,CONFIGURATION_CHANGE,,,system
2025-10-17 12:05:49.477074,francisco94,Confluence,MFA_DISABLED,Push Notification,159.89.165.199,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",DE,cf606107-9d6d-4da6-9b81-dffb1eb6e3f3,Low,,MFA settings updated: mfa disabled,CONFIGURATION_CHANGE,,,system
2025-10-28 22:15:15.578281,thomas05,AWS Console,LOGIN_SUCCESS,Backup Code,39.3.194.247,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",US,94fd482f-7f8f-4947-921f-bcd37141ba4a,Medium,New device,User login successful,SUCCESS,,,
2025-11-06 01:29:17.696816,laura09,Azure Portal,MFA_SUCCESS,Biometric,23.72.8.187,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",BR,a1a14d46-fd8e-4de0-a5f9-38b995dae049,Low,,MFA verification successful using Biometric,SUCCESS,,,
2025-10-29 07:22:11.091072,ojackson,Office 365,LOGIN_SUCCESS,Email,188.42.132.236,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",SG,c7ac2507-012c-44f4-b047-d891dabcbc3a,Low,,User login successful,SUCCESS,,,
2025-10-12 02:21:36.635915,anthonyvaughan,HR System,SUSPICIOUS_ACTIVITY,Biometric,65.54.69.23,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",FR,36fc4d2c-c0fa-4160-adc8-fe83470c4220,Critical,New device,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-10-20 21:30:33.963551,shernandez,Slack,MFA_SUCCESS,Push Notification,103.226.236.138,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",JP,35a2a24b-db77-4b3e-b510-2de7a2ea12a7,Low,,MFA verification successful using Push Notification,SUCCESS,,,
2025-11-02 20:23:25.501501,thorntonapril,Jira,MFA_SUCCESS,TOTP,3.233.218.21,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",FR,c84e9a01-a0f4-47e9-82e0-2c5228d5127b,Low,,MFA verification successful using TOTP,SUCCESS,,,
2025-10-23 10:18:18.776429,sue78,Workplace,LOGIN_FAILED,Push Notification,54.172.163.82,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",FR,6a5a2240-082e-4fc2-90b8-57cda247e72f,Medium,Multiple login failures,User login failed,FAILURE,User not found,,
2025-10-27 22:35:13.350434,chelsea33,GitHub,MFA_FAILED,Push Notification,126.152.212.225,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",IN,49eab4d7-1ae2-46fb-82e0-8945bbd366b6,Low,,MFA verification failed using Push Notification,FAILURE,Invalid code,,
2025-10-14 09:51:57.362477,kellie37,Slack,MFA_TIMEOUT,Email,54.82.202.142,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",BR,803e82b3-4e0c-4f85-81ec-a7cef0d1995a,Low,,MFA verification timed out for Email,TIMEOUT,,,
2025-10-24 11:30:45.833892,keith98,Azure Portal,LOGIN_SUCCESS,SMS,57.64.5.8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",IN,794289c0-aa10-4484-84d6-d1ec110ebff0,Medium,Unusual location,User login successful,SUCCESS,,,
2025-11-01 05:11:36.376658,kellyroberts,Confluence,SUSPICIOUS_ACTIVITY,Email,187.21.104.239,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",SG,da980d65-f37f-4336-bca1-869ab1f04db5,High,Unusual time,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-11-04 09:14:54.965858,julie33,AWS Console,MFA_DISABLED,SMS,174.43.71.161,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",UK,704732c0-39e4-4296-bc4a-e13e5b022326,Low,,MFA settings updated: mfa disabled,CONFIGURATION_CHANGE,,,julie33
2025-11-04 15:44:20.036366,derrick99,Salesforce,MFA_ENABLED,Biometric,112.207.239.104,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",DE,e69325c1-c267-453e-ab25-00f42d9b1122,Low,,MFA settings updated: mfa enabled,CONFIGURATION_CHANGE,,,system
2025-10-27 18:14:31.637003,danawilliams,GitHub,MFA_TIMEOUT,Email,62.59.221.153,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",BR,b69ddfbc-51cd-43a6-ae1c-2765bbcdd390,Low,,MFA verification timed out for Email,TIMEOUT,,,
2025-10-10 16:21:14.393183,adampierce,Jira,MFA_FAILED,Backup Code,207.65.88.177,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",FR,943faaac-1360-4b45-99a3-6878d233f081,Low,,MFA verification failed using Backup Code,FAILURE,Device not recognized,,
2025-10-27 06:02:40.131642,mwoods,Slack,MFA_SUCCESS,SMS,185.49.28.131,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",CA,9f8579e3-9016-4f2a-b5df-4644f163a0c1,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-17 07:12:08.683893,velezchristopher,VPN Gateway,MFA_FAILED,Push Notification,130.99.24.44,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",BR,c56f9fd7-e153-4ffa-9b70-57496a2d841b,Low,,MFA verification failed using Push Notification,FAILURE,Device not recognized,,
2025-11-04 01:29:13.448936,robertmonroe,AWS Console,PASSWORD_RESET,Email,204.74.108.139,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",SG,cfa95ccf-575a-4916-97ae-cc92f4971634,Low,,Password reset initiated,PASSWORD_CHANGE,,,
2025-11-06 13:55:31.313605,lfrench,Office 365,MFA_SUCCESS,Biometric,206.80.212.15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",SG,79b43de4-e297-4ad1-b32f-6de7bd09dbe8,Low,,MFA verification successful using Biometric,SUCCESS,,,
2025-11-02 23:13:00.291243,evanscarrie,Zoom,SUSPICIOUS_ACTIVITY,Backup Code,206.174.42.143,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",FR,922a7ae9-ebda-40bb-a1c4-eddb2e00929e,Critical,Impossible travel,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-10-16 04:50:45.802891,ismall,Azure Portal,MFA_TIMEOUT,Email,168.239.160.107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",IN,8fff219e-df53-4530-8dac-0811f50b51b1,Low,,MFA verification timed out for Email,TIMEOUT,,,
2025-10-15 20:24:15.715243,riverajessica,HR System,MFA_BYPASS,Push Notification,139.234.175.130,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",UK,91afdda1-4bf7-4db1-832a-5f335e7f0a30,High,Administrative bypass,MFA bypassed by administrator,BYPASS,,,admin@company.com
2025-10-08 02:06:08.235043,krystal93,Office 365,MFA_SUCCESS,Hardware Token,110.124.227.120,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",UK,ab10831c-f727-47f5-97ac-44e3b8c84e9c,Low,,MFA verification successful using Hardware Token,SUCCESS,,,
2025-11-01 11:23:39.627116,christopher12,AWS Console,SUSPICIOUS_ACTIVITY,Push Notification,192.30.244.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",CA,79f16604-a366-4d80-9bc5-86a4f13ec660,Critical,Suspicious IP,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-10-17 08:57:17.528861,adamreyes,G Suite,MFA_RESET,Backup Code,24.139.55.173,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",JP,52779ca6-8c32-4236-86a9-9d121c3ab739,Low,,MFA settings updated: mfa reset,CONFIGURATION_CHANGE,,,adamreyes
2025-11-05 06:52:00.260322,brandi90,Workday,MFA_SUCCESS,Biometric,122.224.92.216,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",AU,a5d91cef-2784-4dc7-b275-3aef43ca0964,Low,,MFA verification successful using Biometric,SUCCESS,,,
2025-10-28 10:45:18.186376,contrerassteven,ServiceNow,MFA_SUCCESS,Biometric,108.249.196.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",AU,58e2c683-5e40-482e-91d2-44bb837239d9,Low,,MFA verification successful using Biometric,SUCCESS,,,
2025-10-28 08:58:14.658270,michael33,VPN Gateway,MFA_SUCCESS,SMS,202.244.212.66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",US,bc48b16f-39a7-49ac-8fbc-f1a8820161ba,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-12 06:15:18.983674,robert87,Confluence,MFA_SUCCESS,TOTP,182.253.58.92,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",JP,8a1d1b20-fdb9-42f3-9aec-e951203e1de8,Low,,MFA verification successful using TOTP,SUCCESS,,,
2025-10-30 12:30:02.134965,foxallison,Salesforce,MFA_SUCCESS,Hardware Token,39.46.109.206,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",FR,e6fae578-5bb6-43c3-a2ef-17488e8db805,Low,,MFA verification successful using Hardware Token,SUCCESS,,,
2025-10-09 12:25:38.859267,ashleyhernandez,Salesforce,MFA_SUCCESS,Push Notification,60.71.29.156,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",JP,04860731-5d23-4c8b-887d-8874f3f13f7c,Low,,MFA verification successful using Push Notification,SUCCESS,,,
2025-10-11 03:39:16.137503,jenniferburns,Slack,SUSPICIOUS_ACTIVITY,Hardware Token,222.65.100.233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",UK,ad190645-be5d-457a-a1f7-4b8d4bfd624a,High,Malicious IP reputation,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-10-31 22:13:11.879595,aanderson,Salesforce,PASSWORD_RESET,Email,17.216.250.204,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",SG,546deb7e-6e40-4b80-bc50-cd443b032c64,Low,,Password reset initiated,PASSWORD_CHANGE,,,
2025-10-24 10:17:44.339805,jennifer64,Azure Portal,MFA_SUCCESS,SMS,163.124.134.21,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",AU,f4703a88-a20c-4679-9b1d-b3ec414bbab7,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-25 00:20:44.799033,hendersonisabella,Finance Portal,SUSPICIOUS_ACTIVITY,Backup Code,4.123.103.77,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",UK,068ce30b-b44d-4e5b-aff4-0ac2fe49f2d0,Critical,Suspicious IP,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-11-04 16:51:40.614710,andersenthomas,Confluence,SUSPICIOUS_ACTIVITY,Hardware Token,43.132.208.99,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",DE,6860aaa5-c15e-4f77-9e57-c8ea715668ca,Critical,Multiple failed attempts,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-10-30 17:37:17.586216,ybrooks,Zoom,MFA_SUCCESS,SMS,28.20.115.58,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",DE,0c6281b1-0f03-4777-9b27-ff94348cee31,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-18 22:25:35.223615,desireebailey,G Suite,MFA_ENABLED,Push Notification,110.73.247.216,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",AU,003d6c08-6c21-4fef-bf86-8ca70f510175,Low,,MFA settings updated: mfa enabled,CONFIGURATION_CHANGE,,,admin@company.com
2025-10-23 12:43:41.862498,maryavila,Salesforce,MFA_FAILED,Backup Code,192.251.67.182,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",CA,7ac70a46-384b-4d3d-b380-819d2ed2cf13,Low,,MFA verification failed using Backup Code,FAILURE,Device not recognized,,
2025-10-27 20:52:53.631357,opatel,Confluence,MFA_SUCCESS,SMS,117.137.222.203,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",UK,985bca7c-c688-4073-8684-f621433f0a65,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-12 07:38:56.599344,sharonhardy,Slack,LOGIN_FAILED,Backup Code,90.212.214.134,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",JP,295693e2-2992-490b-824b-034163a4f964,Low,,User login failed,FAILURE,User not found,,
2025-10-26 02:42:22.953085,allencarlos,VPN Gateway,MFA_FAILED,Backup Code,156.146.125.139,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",UK,1e72c177-7591-4455-bfc0-cfb0148ef25b,Low,,MFA verification failed using Backup Code,FAILURE,Too many attempts,,
2025-10-25 14:22:00.452328,sanchezbradley,Confluence,LOGIN_FAILED,Hardware Token,22.243.222.140,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",BR,55b06d3b-7132-4088-996d-c0c64441235f,Medium,Multiple login failures,User login failed,FAILURE,Invalid password,,
2025-10-30 07:07:09.757073,taylorvictoria,Zoom,MFA_SUCCESS,Biometric,117.26.58.194,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",BR,7fa230bc-3326-4074-9ad9-082e91401c85,Low,,MFA verification successful using Biometric,SUCCESS,,,
2025-10-24 23:44:36.719541,joel28,Finance Portal,LOGIN_SUCCESS,Biometric,116.206.218.22,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",CA,38fb9bd1-329c-4471-af4e-8004cc74096f,Low,,User login successful,SUCCESS,,,
2025-10-15 22:04:20.961958,conniesimmons,Finance Portal,MFA_SUCCESS,TOTP,27.5.114.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",SG,84809ba8-9c3f-4cfc-a7d3-4baa5315a912,Low,,MFA verification successful using TOTP,SUCCESS,,,
2025-11-04 21:54:13.974284,ufloyd,ServiceNow,MFA_SUCCESS,SMS,154.32.235.27,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",DE,24702999-8a52-4476-9e10-ed9118e6a38a,Low,,MFA verification successful using SMS,SUCCESS,,,
2025-10-12 03:23:54.039483,iwhite,Workplace,LOGIN_SUCCESS,TOTP,23.54.5.197,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",JP,e1649aac-7749-465e-9f18-04ab514f06ab,Low,,User login successful,SUCCESS,,,
2025-10-16 16:29:30.797517,lindamelendez,AWS Console,PASSWORD_RESET,Email,3.170.129.9,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",AU,3f453873-911c-4591-8563-55b01674b78e,Low,,Password reset initiated,PASSWORD_CHANGE,,,
2025-10-24 09:12:29.277252,paulscott,Zoom,SUSPICIOUS_ACTIVITY,Email,37.15.125.108,"Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36",CA,3103289a-36b3-4692-91eb-2752f6291393,High,Multiple failed attempts,Suspicious login activity detected,BLOCKED,,Automated threat detection,
2025-11-04 07:57:52.062893,christopher30,Confluence,MFA_SUCCESS,Biometric,120.80.254.78,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",AU,591aab15-d73a-4e5a-84ea-c10cd3e3b710,Low,,MFA verification successful using Biometric,SUCCESS,,,
