137.32.74.28 - - [30/Oct/2025:13:21:33] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 1675 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1835
41.3.180.118 - - [02/Nov/2025:14:26:37] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 500 1909 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1925
34.192.136.85 - - [02/Nov/2025:14:07:49] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 404 4011 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 59
81.160.4.222 - - [05/Nov/2025:20:34:42] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 4975 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 720
92.233.73.48 - - [16/Oct/2025:04:59:22] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 500 773 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 403
113.160.55.131 - - [13/Oct/2025:19:28:58] "POST /oldlink?itemId=EST-19 HTTP 1.1" 302 2098 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1804
10.68.180.5 - - [19/Oct/2025:14:46:51] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 4003 "http://www.buttercupgames.com/product.screen?productId=MB-AG-G07" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1375
191.253.51.105 - - [03/Nov/2025:19:35:33] "POST /oldlink?itemId=EST-19 HTTP 1.1" 503 4531 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 401
106.252.130.244 - - [27/Oct/2025:16:24:03] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 4646 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1614
172.188.247.73 - - [09/Oct/2025:22:05:25] "POST /oldlink?itemId=EST-19 HTTP 1.1" 200 2331 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 569
213.214.39.199 - - [03/Nov/2025:00:15:09] "GET /category.screen?categoryId=ACCESSORIES HTTP 1.1" 302 195 "" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1308
99.91.227.156 - - [10/Oct/2025:17:38:42] "POST /oldlink?itemId=EST-19 HTTP 1.1" 200 4220 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 343
7.238.49.194 - - [12/Oct/2025:19:31:41] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 1697 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1881
156.7.15.195 - - [31/Oct/2025:04:43:33] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 302 4780 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1263
46.211.1.145 - - [14/Oct/2025:16:20:39] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 1254 "http://www.bing.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 729
4.235.125.127 - - [02/Nov/2025:21:46:11] "GET /cart/success.do HTTP 1.1" 200 1482 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 451
109.24.86.65 - - [02/Nov/2025:02:34:36] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 3126 "" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1577
60.198.244.140 - - [19/Oct/2025:22:01:41] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 793 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 340
91.111.164.211 - - [05/Nov/2025:10:59:40] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 3804 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1103
211.206.206.134 - - [19/Oct/2025:17:57:52] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 3762 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1641
153.197.43.168 - - [21/Oct/2025:06:32:06] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 427 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 219
28.246.116.42 - - [02/Nov/2025:11:48:46] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 4978 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 755
160.63.84.231 - - [23/Oct/2025:05:07:17] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 3307 "http://www.bing.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 151
73.49.57.178 - - [18/Oct/2025:14:49:26] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 4601 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1070
170.184.199.157 - - [10/Oct/2025:04:41:44] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 302 3986 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1906
42.48.157.36 - - [14/Oct/2025:09:10:33] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 658 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1912
55.109.53.37 - - [10/Oct/2025:06:01:05] "GET /oldlink?itemId=EST-19 HTTP 1.1" 200 3925 "http://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1029
60.160.70.8 - - [08/Oct/2025:02:38:27] "GET /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 119 "http://www.bing.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1549
153.234.115.42 - - [04/Nov/2025:18:38:39] "GET /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 3944 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 958
181.147.42.197 - - [24/Oct/2025:17:57:10] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 1244 "" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 603
148.243.255.220 - - [09/Oct/2025:20:20:39] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 408 2384 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 122
194.40.97.153 - - [24/Oct/2025:16:49:34] "POST /cart/success.do HTTP 1.1" 200 4282 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1783
12.75.216.252 - - [24/Oct/2025:09:22:51] "POST /cart/success.do HTTP 1.1" 500 387 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1396
146.123.196.34 - - [14/Oct/2025:17:19:11] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 4736 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 501
213.17.24.174 - - [31/Oct/2025:03:58:24] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 500 2684 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1463
218.150.149.20 - - [11/Oct/2025:11:18:40] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 2128 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 531
200.235.80.114 - - [31/Oct/2025:14:47:57] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 2395 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1135
6.1.148.98 - - [27/Oct/2025:12:49:39] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 4351 "http://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 526
40.81.185.237 - - [22/Oct/2025:21:15:43] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 4215 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 517
132.57.160.127 - - [16/Oct/2025:14:37:14] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 1349 "http://www.buttercupgames.com/category.screen?categoryId=ACCESSORIES" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 67
60.235.85.139 - - [27/Oct/2025:01:59:48] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 2625 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1414
8.146.162.120 - - [26/Oct/2025:10:43:45] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 4885 "http://www.bing.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 291
27.108.8.246 - - [28/Oct/2025:12:33:49] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 2880 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1754
118.109.44.10 - - [04/Nov/2025:08:59:22] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 2416 "http://www.bing.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 435
21.249.242.72 - - [21/Oct/2025:02:13:08] "POST /cart/success.do HTTP 1.1" 200 1565 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1045
145.151.246.90 - - [08/Oct/2025:10:50:19] "GET /oldlink?itemId=EST-19 HTTP 1.1" 200 901 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 966
68.16.18.252 - - [19/Oct/2025:01:53:04] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 4636 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1557
157.135.172.235 - - [29/Oct/2025:05:56:10] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 4897 "http://www.bing.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 498
14.38.206.161 - - [22/Oct/2025:12:17:19] "POST /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 4027 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 411
221.247.132.140 - - [23/Oct/2025:22:11:06] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 4216 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1699
180.236.223.210 - - [22/Oct/2025:20:08:30] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 302 4916 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1100
76.141.199.197 - - [01/Nov/2025:18:38:03] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 3249 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 404
186.47.34.182 - - [22/Oct/2025:11:34:30] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 403 3254 "http://www.buttercupgames.com/product.screen?productId=MB-AG-G07" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 461
75.235.79.95 - - [28/Oct/2025:02:41:13] "GET /cart/success.do HTTP 1.1" 200 2917 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1073
165.230.29.246 - - [28/Oct/2025:03:14:44] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 3208 "http://www.buttercupgames.com/cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 270
120.61.59.8 - - [09/Oct/2025:05:18:35] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 2020 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1490
220.124.37.36 - - [27/Oct/2025:13:43:56] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 3669 "http://www.bing.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1785
157.57.131.224 - - [19/Oct/2025:02:14:17] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 500 2916 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 658
71.253.36.6 - - [24/Oct/2025:17:46:52] "GET /cart/success.do HTTP 1.1" 200 2535 "http://www.buttercupgames.com/cart.do?action=purchase&itemId=EST-6" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 149
213.161.8.39 - - [12/Oct/2025:16:51:50] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 1688 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 503
55.248.73.199 - - [31/Oct/2025:00:23:41] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 4663 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 281
99.37.56.19 - - [15/Oct/2025:17:09:14] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 200 1277 "http://www.google.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1709
40.251.144.5 - - [21/Oct/2025:11:39:20] "GET /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 1779 "http://www.google.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1031
164.180.229.47 - - [18/Oct/2025:06:08:10] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 2050 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 834
114.33.43.68 - - [13/Oct/2025:05:39:28] "GET /cart/success.do HTTP 1.1" 200 4159 "http://www.buttercupgames.com/product.screen?productId=SF-BVS-G01" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 163
184.157.183.89 - - [28/Oct/2025:04:06:01] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 548 "http://www.bing.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1314
173.199.15.76 - - [31/Oct/2025:08:25:37] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 404 532 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1863
96.211.39.118 - - [02/Nov/2025:15:41:32] "POST /cart/success.do HTTP 1.1" 200 3248 "http://www.buttercupgames.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1701
105.70.17.239 - - [17/Oct/2025:20:53:45] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 851 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1106
213.248.164.83 - - [28/Oct/2025:04:46:47] "POST /category.screen?categoryId=SHOOTER HTTP 1.1" 200 200 "http://www.buttercupgames.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 712
62.238.111.8 - - [23/Oct/2025:15:45:03] "GET /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 1731 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 87
207.28.212.40 - - [13/Oct/2025:00:02:56] "POST /cart/success.do HTTP 1.1" 200 2630 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 466
153.213.108.181 - - [12/Oct/2025:16:41:27] "POST /cart/success.do HTTP 1.1" 200 2523 "http://www.buttercupgames.com/cart/success.do" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 888
115.142.107.112 - - [05/Nov/2025:01:07:42] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 2384 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1543
151.174.238.30 - - [17/Oct/2025:23:09:21] "GET /oldlink?itemId=EST-19 HTTP 1.1" 403 3624 "http://www.buttercupgames.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1506
211.102.19.210 - - [10/Oct/2025:17:33:39] "POST /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 3041 "http://www.buttercupgames.com" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1943
55.105.86.28 - - [24/Oct/2025:11:06:50] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 2596 "http://www.bing.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1626
144.210.134.16 - - [08/Oct/2025:10:26:11] "POST /product.screen?productId=SF-BVS-G01 HTTP 1.1" 200 322 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 576
201.76.41.80 - - [05/Nov/2025:08:28:06] "GET /cart/success.do HTTP 1.1" 200 2058 "http://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1502
63.55.152.220 - - [08/Oct/2025:03:13:02] "POST /category.screen?categoryId=ACCESSORIES HTTP 1.1" 200 2793 "http://www.bing.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 1410
48.191.206.196 - - [30/Oct/2025:20:31:27] "GET /oldlink?itemId=EST-19 HTTP 1.1" 200 566 "" "Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1" 1292
96.245.182.232 - - [14/Oct/2025:09:23:26] "GET /cart.do?action=addtocart&itemId=EST-12&productId=WC-SH-G04 HTTP 1.1" 408 561 "http://www.google.com" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 954
210.98.98.9 - - [02/Nov/2025:23:56:31] "GET /category.screen?categoryId=SHOOTER HTTP 1.1" 200 4796 "http://www.bing.com" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 246
94.204.67.213 - - [04/Nov/2025:10:54:40] "GET /product.screen?productId=MB-AG-G07 HTTP 1.1" 200 1630 "http://www.buttercupgames.com/product.screen?productId=MB-AG-G07" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 83
107.47.181.159 - - [25/Oct/2025:15:14:33] "POST /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 3805 "http://www.buttercupgames.com/oldlink?itemId=EST-19" "Mozilla/5.0 (Linux; Android 10; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.120 Mobile Safari/537.36" 118
143.26.235.77 - - [23/Oct/2025:07:28:21] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 200 4362 "" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 1505
87.79.112.220 - - [15/Oct/2025:17:44:17] "GET /cart.do?action=purchase&itemId=EST-6 HTTP 1.1" 503 1354 "http://www.google.com" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36" 300
